tconst	directors	writers
tt0938876	\N	nm0319288
tt0938877	\N	nm0319288
tt0938878	\N	nm0319288
tt0938879	nm0064415	nm0319288,nm0914245
tt0938880	nm0064415	nm0319288
tt0938881	\N	nm0319288
tt0938882	\N	nm0319288
tt0938883	\N	nm0319288
tt0938884	\N	nm0319288
tt0938885	nm0064415	nm0319288
tt0938886	\N	nm0319288
tt0938887	nm0064415	nm0319288
tt0938888	\N	nm0319288
tt0938889	\N	nm0319288
tt0938890	\N	nm0633202
tt0938891	\N	nm0633202
tt0938892	\N	nm0633202
tt0938893	\N	nm4273440,nm0070932
tt0938894	\N	\N
tt0938895	nm1446135	\N
tt0938896	nm1446135	\N
tt0938897	nm1446135	\N
tt0938898	nm1446135	\N
tt0938899	nm1446135	\N
tt0938900	\N	nm1715350
tt0938901	nm1734370,nm1544823,nm1994713,nm2010822,nm0663882	nm0171837
tt0938904	nm0251732	nm0191612,nm1010949,nm1011004,nm0481805,nm1400899,nm1892355,nm0664799,nm13806846,nm1923276,nm0925872
tt0938906	nm0251732	nm1923276
tt0938907	\N	nm1088916
tt0938908	\N	\N
tt0938909	nm2186979	nm0502072,nm0610468,nm2285184
tt0938910	nm2186979	nm0029835,nm0502072,nm0610468
tt0938911	\N	nm0502072,nm0610468
tt0938912	nm0314641	nm1207123
tt0938913	\N	nm1207123
tt0938914	\N	nm1207123
tt0938915	nm0531296	nm1207123
tt0938916	nm0531296	nm1207123
tt0938917	\N	\N
tt0938918	\N	\N
tt0938919	\N	\N
tt0938920	\N	\N
tt0938921	\N	\N
tt0938923	\N	\N
tt0938924	\N	\N
tt0938925	\N	\N
tt0938927	\N	\N
tt0938928	nm0829985	nm0068074,nm0591517,nm1010102,nm0446926,nm1019641,nm0068347,nm0068589
tt0938929	nm0829985	nm0068074,nm0591517,nm1010102,nm0446926,nm1019641,nm0068347,nm0068589
tt0938930	nm0829985	nm0068074,nm0591517,nm1010102,nm1038953,nm1019641,nm0068347,nm0068589
tt0938931	nm0829985	nm0068074,nm0591517,nm1010102,nm1017630,nm1019641,nm0068347,nm0068589
tt0938932	nm0446334	nm0068074,nm0591517,nm1010102,nm0446926,nm1019641,nm0068347,nm0068589
tt0938934	nm0229210,nm0904355	nm0667637,nm0667641
tt0938935	nm0229210,nm0904355	nm0667637,nm0667641
tt0938936	nm0904355,nm0229210	nm0667637,nm0667641
tt0938937	nm0229210,nm0904355	nm0667637,nm0667641
tt0938938	nm0229210,nm0904355	nm0667637,nm0667641
tt0938939	nm0229210,nm0904355	nm0667637,nm0667641
tt0938940	nm0229210,nm0904355	nm0667637,nm0667641
tt0938941	nm0229264,nm0904355	nm0667637,nm0667641
tt0938942	nm0904355,nm0229264	nm0667637,nm0667641
tt0938943	\N	\N
tt0938944	\N	nm1387387
tt0938945	\N	\N
tt0938946	\N	\N
tt0938947	nm0838725	nm0715087,nm0916053
tt0938948	nm0776317	nm0047976,nm1594225,nm2374942
tt0938949	nm2506475	\N
tt0938950	\N	\N
tt0938951	\N	nm0298350,nm0124089
tt0938952	nm0374702	nm0518711
tt0938953	nm0232527	nm0518711,nm0110613
tt0938954	nm0374702	nm0518711
tt0938955	\N	nm0518711
tt0938956	nm0374702	nm0518711
tt0938957	\N	nm0518711
tt0938958	nm0374702	nm0518711,nm0908526
tt0938959	nm0374702	nm0518711
tt0938960	nm0374702	nm0518711
tt0938961	nm0374702	nm0518711
tt0938962	\N	\N
tt0938963	\N	\N
tt0938964	\N	\N
tt0938965	\N	\N
tt0938966	nm0925755	nm0853112
tt0938967	nm0236173	nm0502556,nm0315210
tt0938968	nm1621715	\N
tt0938969	nm1994713	\N
tt0938970	nm0536573	nm0912726,nm0923538
tt0938971	nm0536573	nm0912726,nm0590150
tt0938972	nm0536573	nm0912726,nm0370933
tt0938973	nm0536573	nm0912726,nm0877650
tt0938974	nm0180902	nm0912940,nm0727760,nm0689954,nm0583633,nm1628360,nm1646180
tt0938975	nm5628697	\N
tt0938976	nm0532337,nm1760813	nm1636756,nm0660431,nm0795859,nm3141892
tt0938977	nm0777035	nm0148426,nm0660431,nm0795859,nm3141892
tt0938978	nm1760813	nm1636756,nm0660431,nm0795859,nm3141892
tt0938979	nm0557138	nm1636756,nm0660431,nm0795859,nm3141892
tt0938980	nm1512559,nm0836486	nm4215887
tt0938981	nm0871121,nm0347201	nm2585142,nm0347201,nm2441891
tt0938982	nm7233003,nm1566468	\N
tt0938983	nm2506475	\N
tt0938984	nm0384987	\N
tt0938985	nm1273119	nm0790760,nm1030464
tt0938986	\N	nm0088354,nm0271139,nm0577456,nm0588222,nm1024979,nm1681981,nm2578339,nm0774396,nm1378411,nm0918958,nm1258880
tt0938987	nm0767748,nm0023317,nm0570767	nm0850733,nm0767748,nm1019583,nm0052125,nm0607472,nm0230666,nm0570767,nm0736711,nm0147220,nm8052340
tt0938990	nm0850733,nm0748796,nm0566833	nm0850733
tt0938991	nm0023317,nm0677688,nm0850733	nm0850733,nm1127300
tt0938993	nm0850733	nm0850733,nm1127300
tt0938994	nm0850733,nm0719952	nm0850733,nm1127300
tt0938995	nm0850733,nm0719952	nm0850733,nm1127300
tt0938996	nm0850733,nm0719952	nm0850733,nm1127300
tt0938998	nm0850733,nm0719952	nm0850733,nm1127300
tt0939001	nm0850733,nm0023317	nm0850733,nm1127300,nm1241569
tt0939002	nm0850733,nm0719952,nm0566833	nm0850733,nm1127300
tt0939003	\N	\N
tt0939004	nm2351897,nm2778011	\N
tt0939005	nm0183307	nm0183307
tt0939006	nm0062693,nm0234725,nm0773871,nm0403597	nm4138644,nm4143785,nm1250331,nm2268084,nm2474089,nm3203459,nm3898311,nm4637995,nm0394319,nm1482213,nm1633097,nm0305844,nm0936854,nm1680392,nm3344307,nm0234725,nm1313455,nm0062693,nm4715786,nm4647698,nm0571066,nm0949861,nm4637791
tt0939007	nm2240497	nm1026591
tt0939013	nm0191831	nm0321244
tt0939014	nm0191831	nm0570370
tt0939015	nm0263046	nm0343929
tt0939019	nm0086527	nm0430210
tt0939020	nm0237274	nm1664994
tt0939021	nm0191831	nm0570370
tt0939022	nm0040384	nm3845775
tt0939023	\N	\N
tt0939024	nm0086527	nm0430210
tt0939025	nm0086527,nm0388338	nm0321244,nm0430210
tt0939026	nm0144353	nm0177003,nm0390157
tt0939027	nm0144353	nm0177003
tt0939028	nm0055709	nm0570370
tt0939029	nm0449871	nm0570370
tt0939030	nm0449871	nm0570370
tt0939031	nm0263046	nm1291511
tt0939032	nm0263046	nm1291511
tt0939033	nm0388338	nm0725105
tt0939034	nm0388338	nm0725105
tt0939035	nm0507461,nm0144353	nm1147515
tt0939036	nm0449871	nm0430210
tt0939037	nm0449871	nm0430210
tt0939038	nm0263046	nm0751339
tt0939039	nm0263046	nm0751339
tt0939044	nm0504818	nm3845775
tt0939045	nm0504818	nm3845775
tt0939046	\N	\N
tt0939047	\N	\N
tt0939048	\N	\N
tt0939049	\N	\N
tt0939050	nm0504818	nm0177003
tt0939051	nm0504818	nm0177003
tt0939052	nm0272547	nm0570370
tt0939053	\N	\N
tt0939054	\N	\N
tt0939057	\N	\N
tt0939058	nm0356786	nm0751339
tt0939059	\N	\N
tt0939060	nm0263046	nm1291511
tt0939061	nm0263046	nm0725105
tt0939062	nm0504818	nm0570370
tt0939063	nm0504818	nm0570370
tt0939064	\N	\N
tt0939065	\N	\N
tt0939066	\N	\N
tt0939067	\N	\N
tt0939068	\N	\N
tt0939071	\N	\N
tt0939072	nm0365800	nm1291852,nm1290778
tt0939073	nm0365800	nm1291852,nm1290778
tt0939074	\N	\N
tt0939075	\N	\N
tt0939076	nm0698807	nm1680369
tt0939077	nm0698807	nm1680369
tt0939078	\N	\N
tt0939079	\N	\N
tt0939080	\N	\N
tt0939081	\N	\N
tt0939082	nm0504818	nm0671804
tt0939083	nm0504818	nm1292783
tt0939084	\N	\N
tt0939085	\N	\N
tt0939086	\N	\N
tt0939087	\N	\N
tt0939088	\N	\N
tt0939094	nm0066596,nm0339093	nm0570370
tt0939095	nm0339093,nm0066596	nm0570370
tt0939097	nm0392600	nm0262984
tt0939098	nm1020303	nm0177003
tt0939099	nm0233806	nm0321244
tt0939100	nm0233806	nm1291852,nm1290778
tt0939101	nm0144353	nm0430210
tt0939102	nm0028628	nm1436643
tt0939103	nm0028628	nm0794908
tt0939104	nm0392600	nm0665766,nm0800705
tt0939105	nm0392600	nm1292783
tt0939106	nm0233806	nm1680369
tt0939107	nm0233806	nm1680369
tt0939108	nm0144353	nm1291511
tt0939109	nm0144353	nm0032495,nm1291511
tt0939110	nm0115513	nm2900270
tt0939111	nm0115513	nm0751339
tt0939112	nm0829490	nm0679683
tt0939113	nm0829490	nm0032495,nm0679683
tt0939114	nm0371601	nm0725105
tt0939115	nm0371601	nm0794908
tt0939116	nm0270917	nm0751339
tt0939117	nm0270917	nm0751339
tt0939118	nm0504818	nm2900270
tt0939119	nm0504818	nm1292783
tt0939120	nm0144353	nm0679683
tt0939121	nm0144353	nm0679683
tt0939122	nm0242196	nm0570370
tt0939123	nm0242196	nm0570370
tt0939124	nm0392600	nm0665766,nm0800705
tt0939125	nm0392600	nm2647330
tt0939126	nm0233806	nm0430210
tt0939127	nm0233806	nm0430210
tt0939128	nm0504818	nm0101929,nm0891113
tt0939129	nm0504818	nm1291852,nm1290778
tt0939130	nm0829490	nm1291511,nm0390157
tt0939131	nm0829490	nm1291511
tt0939132	nm0034464	nm1292783
tt0939133	nm0034464	nm1292783
tt0939134	nm0392600	nm1738726
tt0939135	nm0249928	nm0570370
tt0939136	nm0249928	nm0570370
tt0939137	nm0066596	nm0177003
tt0939138	nm0144353	nm0800705,nm0665766
tt0939139	nm0144353	nm2647330
tt0939140	nm0233806	nm0177003
tt0939141	nm0233806	nm0177003
tt0939142	nm0698807	nm0679683
tt0939143	nm0698807	nm0679683
tt0939144	nm0504818	nm0570370
tt0939145	nm0504818	nm0570370
tt0939146	nm0270917	nm0570370
tt0939147	nm0270917	nm0570370
tt0939148	nm0371601	nm1738726
tt0939149	nm0371601	nm1291511
tt0939150	nm0263046	nm0262984
tt0939151	nm0263046	nm0794908
tt0939152	nm0504818	nm0430210
tt0939153	nm0504818	nm0430210
tt0939154	nm0270917	nm0101929
tt0939155	nm0270917	nm0101929
tt0939156	nm0942941	nm1680369
tt0939157	nm0942941	nm1680369
tt0939158	nm0723974	nm2647330
tt0939159	nm0723974	nm0266838
tt0939160	nm0115513	nm0430210
tt0939161	nm0115513	nm0946531
tt0939162	nm0249928	nm0794908
tt0939163	nm0249928	nm0262984
tt0939164	nm0942941	nm0177003
tt0939165	nm0942941	nm0177003
tt0939166	nm0723974	nm0725105
tt0939167	nm0723974	nm0725105
tt0939168	nm0242196	nm0430210
tt0939169	nm0242196	nm0430210
tt0939170	nm0233806	nm0101929
tt0939171	nm0233806	nm0101929
tt0939172	nm0144353	nm0679683
tt0939173	nm0371601	nm0274096
tt0939174	nm0371601	nm0266838
tt0939175	nm0308659	nm0794908
tt0939176	nm0308659	nm0946531
tt0939177	nm0723974	nm0430210
tt0939178	nm0723974	nm0430210
tt0939179	nm0144353	nm0101929
tt0939180	nm0144353	nm0101929
tt0939181	nm0881391	nm0570370
tt0939182	nm0934070	nm0104109,nm0334213
tt0939183	nm0934070	nm0104109,nm0679683
tt0939184	nm0455682	nm0679683,nm0104109
tt0939185	nm0455682	nm0679683
tt0939186	nm0371601	nm0104109,nm0266838
tt0939187	nm0371601	nm0570370,nm0104109
tt0939188	nm0242196	nm0104109,nm0430210
tt0939189	nm0242196	nm0104109,nm0430210
tt0939190	nm0934070	nm0104109,nm0794908
tt0939191	nm2218536	nm0714150,nm0808850,nm0390852
tt0939192	nm0269488	nm1393185,nm0365756,nm1480458,nm0625744,nm0908624
tt0939193	nm2487132,nm0400071	nm2487132
tt0939194	nm2487132	nm2487132
tt0939195	nm2487132	nm2487132
tt0939196	nm2487132	nm2487132
tt0939197	nm2487132	nm2487132
tt0939198	nm2487132	nm2487132
tt0939199	nm2487132	nm2487132
tt0939200	nm2487132	nm2487132
tt0939201	nm2487132	nm2487132
tt0939202	nm2487132	nm2487132
tt0939203	nm2487132	nm2487132
tt0939204	nm2487132	nm2487132
tt0939205	nm2487132	nm2487132
tt0939206	nm2487132	nm2487132
tt0939207	nm2487132	nm2487132
tt0939208	nm2487132	nm2487132
tt0939209	nm2487132	nm2487132
tt0939210	nm2487132	nm2487132
tt0939211	nm2487132	nm2487132
tt0939212	nm2487132	nm2487132
tt0939213	nm2487132	nm2487132
tt0939214	nm2487132	nm2487132
tt0939215	nm2487132	nm2487132
tt0939216	nm2487132	nm2487132
tt0939217	nm2487132	nm2487132
tt0939218	nm2487132	nm2487132
tt0939219	nm2487132	nm2487132
tt0939220	\N	\N
tt0939221	\N	\N
tt0939222	\N	\N
tt0939223	\N	\N
tt0939224	\N	\N
tt0939225	\N	\N
tt0939226	\N	\N
tt0939227	\N	\N
tt0939228	\N	\N
tt0939229	\N	\N
tt0939230	\N	\N
tt0939231	nm0727954	nm0727954
tt0939232	nm2462527,nm0717154,nm0260773	nm0190930,nm2512802,nm0260773,nm2462527
tt0939233	nm2298749,nm0772871	nm0190930,nm2512802,nm2515817,nm2298749,nm0772871
tt0939234	nm1633067	\N
tt0939235	nm0238621	nm0710383,nm2561285
tt0939236	nm1519019,nm1234589	nm1041858
tt0939237	nm0531674	\N
tt0939238	nm0801111	nm0686786
tt0939239	\N	\N
tt0939240	nm0994488,nm0860483,nm2425863	nm0994488,nm0860483
tt0939241	nm1519336,nm2503456,nm2397675,nm2709297,nm1519343,nm2504808	nm1085805
tt0939242	nm2144546	\N
tt0939243	nm0526389	nm0349953,nm0174585,nm1014216,nm1346279,nm2803569,nm1014187,nm0403568,nm0403569,nm2629633
tt0939244	\N	nm0349953,nm0403568,nm0403569
tt0939245	nm0314641	nm0031553,nm0303362
tt0939246	nm0528508	nm0528508
tt0939248	\N	\N
tt0939249	nm2510983	\N
tt0939250	nm0493067,nm0521535	nm0867458,nm0179745,nm0266943,nm1454747
tt0939251	\N	\N
tt0939252	\N	\N
tt0939253	\N	\N
tt0939254	\N	\N
tt0939255	nm1273119	nm2419908
tt0939256	nm1273119	nm2419908
tt0939257	nm1273119	nm2419908
tt0939258	nm1273119	nm2419908
tt0939259	nm1273119	nm2419908
tt0939260	nm0581589	\N
tt0939261	\N	\N
tt0939262	\N	\N
tt0939263	\N	\N
tt0939264	\N	\N
tt0939265	\N	\N
tt0939266	\N	\N
tt0939267	\N	\N
tt0939268	\N	\N
tt0939269	\N	\N
tt0939270	nm1359772	nm1563040
tt0939271	\N	\N
tt0939272	nm0767697	nm1807890
tt0939273	\N	\N
tt0939274	\N	\N
tt0939275	\N	nm1154556
tt0939276	nm1028096	nm2521055
tt0939277	nm1030254	nm1030254
tt0939278	nm1030254	nm1030254
tt0939279	\N	nm0693338
tt0939280	nm0433705,nm0626401	nm0626401,nm0433705
tt0939281	nm0626401,nm0433705	nm0626401,nm0433705
tt0939282	nm0626401,nm0433705	nm0626401,nm0433705
tt0939283	nm0626401,nm0433705	nm0626401,nm0433705
tt0939284	nm0433705,nm0626401	nm0626401,nm0433705
tt0939285	nm0626401,nm0433705	nm0626401,nm0433705
tt0939286	nm0433705,nm0626401	nm0626401,nm0433705
tt0939287	nm0433705,nm0626401	nm0626401,nm0433705
tt0939288	nm0433705,nm0626401	nm0626401,nm0433705
tt0939289	nm0626401,nm0433705	nm0626401,nm0433705
tt0939290	nm0433705,nm0626401	nm0626401,nm0433705
tt0939291	nm0433705,nm0626401	nm0626401,nm0433705
tt0939292	nm0626401,nm0433705	nm0626401,nm0433705
tt0939293	nm0626401,nm0433705	nm0626401,nm0433705
tt0939294	nm0626401,nm0433705	nm0626401,nm0433705
tt0939295	nm0433705,nm0626401	nm0626401,nm0433705
tt0939296	nm0626401,nm0433705	nm0626401,nm0433705
tt0939297	nm0626401,nm0433705	nm0626401,nm0433705
tt0939298	nm0433705,nm0626401	nm0626401,nm0433705
tt0939299	nm0626401,nm0433705	nm0626401,nm0433705
tt0939300	nm0433705,nm0626401	nm0626401,nm0433705
tt0939301	nm0626401,nm0433705	nm0626401,nm0433705
tt0939302	nm0626401,nm0433705	nm0626401,nm0433705
tt0939303	nm0626401,nm0433705	nm0626401,nm0433705
tt0939304	nm0507461,nm0241017	nm0800954,nm0923538
tt0939305	nm1664668,nm0241017	nm0086842
tt0939306	nm1137763	\N
tt0939307	nm0604470	nm0082456,nm1042702
tt0939308	nm0134456	nm0082456,nm1042702
tt0939311	\N	\N
tt0939312	nm0130956	nm1847914,nm0686529
tt0939313	nm0567757	nm0632873,nm1057748
tt0939314	\N	nm1057748
tt0939315	nm0075318	nm0762556,nm3329458,nm1057748
tt0939316	nm0075318	nm0071286,nm2496921,nm1057748
tt0939317	nm0571935,nm2083822	\N
tt0939318	\N	\N
tt0939319	nm0340981	nm0626981
tt0939320	\N	\N
tt0939321	\N	\N
tt0939322	\N	\N
tt0939323	\N	\N
tt0939324	\N	\N
tt0939325	nm0829717	nm0103627
tt0939326	nm0567757	nm0517216,nm0715554
tt0939327	nm0587804	\N
tt0939328	nm0587804	\N
tt0939329	nm0587804	\N
tt0939330	nm0587804	\N
tt0939331	nm0587804	\N
tt0939332	nm0587804	\N
tt0939333	nm0587804	\N
tt0939334	nm0587804	\N
tt0939335	nm0587804	\N
tt0939336	nm0587804	\N
tt0939337	nm0587804	\N
tt0939338	nm0587804	\N
tt0939339	nm0587804	\N
tt0939340	nm0587804	\N
tt0939341	nm0587804	\N
tt0939342	nm0587804	\N
tt0939343	nm0587804	\N
tt0939344	nm0587804	\N
tt0939345	nm0587804	\N
tt0939346	nm0587804	\N
tt0939347	nm0587804	\N
tt0939348	nm0587804	\N
tt0939349	nm0587804	\N
tt0939350	nm0587804	\N
tt0939351	nm0587804	\N
tt0939352	nm0587583	nm1466899,nm2761405,nm0551139
tt0939353	\N	nm1035204,nm1622388
tt0939354	nm0325312,nm0545722,nm0194780	nm1438264,nm1748917
tt0939355	nm1662713	\N
tt0939356	nm0800301	\N
tt0939357	nm0800301	\N
tt0939358	nm1662713	\N
tt0939359	\N	\N
tt0939360	nm1662713	\N
tt0939361	\N	\N
tt0939362	\N	\N
tt0939363	nm0800301	\N
tt0939364	\N	\N
tt0939365	nm1662713	\N
tt0939366	nm1662713	\N
tt0939367	\N	\N
tt0939368	\N	\N
tt0939369	nm0800301	\N
tt0939370	nm1662713	\N
tt0939371	\N	\N
tt0939372	nm1662713	\N
tt0939373	\N	\N
tt0939374	\N	\N
tt0939375	nm1662713	\N
tt0939376	nm0800301	\N
tt0939377	nm1662713	\N
tt0939378	\N	\N
tt0939379	\N	\N
tt0939380	\N	\N
tt0939381	\N	\N
tt0939382	nm1288934	nm1416318,nm0914844
tt0939383	nm0260619	\N
tt0939384	\N	\N
tt0939385	nm0994280	\N
tt0939386	nm1802889	nm1895331
tt0939387	\N	\N
tt0939388	\N	nm4832978
tt0939389	\N	\N
tt0939390	\N	nm0025823,nm0088372,nm0120987
tt0939391	\N	nm0025823,nm0088372,nm0120987
tt0939392	\N	\N
tt0939393	\N	\N
tt0939394	nm2626381	\N
tt0939395	\N	\N
tt0939396	nm1282420	\N
tt0939397	nm2144546	\N
tt0939398	nm0030365	nm0334357,nm0751203
tt0939399	nm0511460	nm0503893,nm0526620,nm0387122,nm0864592,nm0647284
tt0939401	nm0001361	\N
tt0939402	\N	\N
tt0939403	\N	\N
tt0939404	nm0478286	nm0414798,nm10731247
tt0939405	nm0478286	nm0414798,nm10731247
tt0939406	nm0970604	nm0970604,nm0118670,nm6541506
tt0939407	nm0871188,nm2509022,nm2508925	nm2509022,nm2508925,nm0871188
tt0939408	nm0332381	\N
tt0939409	nm0332381	\N
tt0939410	nm0332381	\N
tt0939411	\N	nm1885396,nm2616352,nm1358370,nm0549008,nm1583251,nm0739175
tt0939412	\N	nm0375429,nm0573172
tt0939413	nm2297522	\N
tt0939414	\N	nm0625943
tt0939415	nm1989572,nm1104344,nm0060775	\N
tt0939416	nm0908095	nm0008036,nm0296491,nm2133107
tt0939417	nm0861915	nm0008036,nm0168623,nm1317262
tt0939418	nm0861915	nm0008036,nm0564948
tt0939419	nm0449969	nm0008036,nm0296491
tt0939420	nm3398609	nm0008036
tt0939421	\N	nm0338313,nm0385139
tt0939422	nm1852118,nm2562868	nm3835514
tt0939423	nm1904961	nm1938269,nm1903898
tt0939424	nm2370510	nm0255669,nm2355808,nm2627737
tt0939425	nm2971960	nm0211193
tt0939426	nm0936358	\N
tt0939427	nm0180902	nm0059724,nm0169362,nm0242244,nm1073041
tt0939428	nm0180902	nm0059724,nm0169362,nm0242244,nm1073041
tt0939429	nm0755965	nm1147756,nm0169362,nm1073041
tt0939430	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939431	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939432	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939433	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939434	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939435	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939436	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939437	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939438	nm0453008	nm0201727,nm0122528,nm0318795,nm0011826,nm2871770,nm0424825,nm0036713,nm0353955,nm0672632,nm0043853
tt0939439	nm1994713,nm0031653,nm0962713,nm1054948	nm0466628,nm0663607,nm0836809,nm1325877,nm1847800,nm2175439
tt0939440	nm0663882,nm1544823	nm0171837,nm0287028
tt0939441	nm1544823,nm0663882	nm0171837,nm0287028
tt0939442	\N	\N
tt0939443	nm2508842,nm1095919	\N
tt0939444	nm0561879	nm0471392,nm0793062,nm1571148,nm0875979
tt0939445	nm0543809	\N
tt0939446	nm0902467	nm0088981
tt0939447	nm0088981	nm0088981
tt0939448	nm0902467	nm0617153
tt0939449	nm0221265	nm0617153
tt0939450	nm0902467	nm0925738,nm0338936
tt0939451	nm0902467	nm0956002
tt0939452	nm0902467	nm0126327
tt0939453	nm0002413	nm0324870
tt0939454	nm0101304	nm0148971,nm0487102
tt0939455	nm0337675	nm0925738
tt0939456	nm0221265	nm0126327
tt0939457	nm0574238	nm0510450
tt0939458	nm0235638	nm0205319,nm2543249,nm2561541
tt0939459	nm0066548	nm0625782
tt0939460	nm0902467	nm0780798
tt0939461	nm0101304	nm0625782
tt0939462	nm0235638	nm0324466
tt0939463	nm0902467	nm0723200,nm0205319
tt0939464	nm0088981	nm0088981
tt0939465	nm0902467	nm0617153
tt0939466	nm0902467	nm0925738,nm0723200,nm0205319
tt0939467	nm0803410	nm0723200,nm0205319,nm0714184
tt0939468	nm0101304	nm0617153
tt0939469	nm0452607	nm0825010
tt0939470	nm0337675	nm0925738,nm0205319,nm2543249,nm2561541
tt0939471	nm0235638	nm0088981
tt0939472	nm0160952	nm0925738,nm0338936
tt0939473	nm0902467	nm0925738,nm0338936
tt0939474	nm0337675	nm0925738,nm0868269
tt0939475	nm0272906	nm1321650
tt0939476	nm1444310	nm1185165
tt0939477	nm0350323	nm2521043
tt0939478	\N	\N
tt0939479	\N	\N
tt0939480	\N	\N
tt0939481	\N	\N
tt0939482	nm0300799	nm0031149
tt0939483	nm0300799	nm0031149
tt0939484	nm0300799	nm0031149
tt0939485	nm0300799	nm0031149
tt0939486	nm0300799	nm0031149
tt0939487	nm0300799	nm0031149
tt0939488	nm0300799	nm0031149
tt0939489	nm0300799	nm0031149
tt0939490	\N	nm0031149
tt0939491	nm0300799	nm0031149
tt0939492	nm0300799	nm0031149
tt0939493	nm1509398	\N
tt0939494	nm0836486	\N
tt0939495	\N	\N
tt0939496	\N	\N
tt0939497	\N	\N
tt0939498	\N	\N
tt0939499	\N	\N
tt0939500	\N	\N
tt0939501	\N	\N
tt0939502	\N	\N
tt0939503	\N	\N
tt0939504	\N	\N
tt0939505	\N	\N
tt0939506	\N	\N
tt0939507	\N	\N
tt0939508	\N	\N
tt0939509	\N	\N
tt0939510	\N	\N
tt0939511	\N	\N
tt0939512	\N	\N
tt0939513	\N	\N
tt0939514	\N	\N
tt0939515	\N	\N
tt0939516	nm0593177	nm2268084,nm0469740,nm1023698,nm1708352,nm1802799
tt0939517	nm0604690	\N
tt0939518	nm0494360	nm0044391,nm1866244
tt0939519	\N	nm0262750
tt0939520	\N	nm1328621
tt0939521	\N	\N
tt0939522	nm0192463,nm0227486,nm0248119,nm0822177,nm0942185	nm1107925,nm2509187
tt0939523	nm0192463,nm0227486,nm0248119,nm0822177,nm0942185	nm1107925,nm2509187
tt0939524	nm0192463,nm0227486,nm0248119,nm0822177,nm0942185	nm1107925,nm2509187
tt0939525	nm0118778	nm1829594,nm2504215
tt0939526	\N	\N
tt0939527	nm1423208	\N
tt0939528	nm1436872	\N
tt0939529	nm1309093	\N
tt0939530	nm2517776	\N
tt0939531	nm2518752	\N
tt0939532	nm1088849	\N
tt0939533	\N	\N
tt0939534	nm1271047	\N
tt0939535	nm0000894	\N
tt0939536	nm0335173	\N
tt0939537	\N	\N
tt0939538	\N	\N
tt0939539	nm1136809	\N
tt0939540	nm0235950	\N
tt0939541	nm2517776	\N
tt0939542	nm1684794	\N
tt0939543	nm0001290	\N
tt0939544	nm1684794	\N
tt0939545	nm0201438	\N
tt0939546	\N	\N
tt0939547	\N	\N
tt0939548	nm0115557	\N
tt0939549	\N	\N
tt0939550	\N	\N
tt0939551	nm0335173	\N
tt0939552	\N	\N
tt0939553	\N	\N
tt0939554	\N	\N
tt0939555	nm2466065	\N
tt0939556	nm2510890,nm3095861	\N
tt0939557	\N	nm3006207,nm3272869,nm0335674
tt0939559	nm0558097	nm3006207,nm3272869,nm0335674
tt0939560	nm4817867	nm3006207,nm3272869,nm0335674
tt0939562	\N	nm1444457
tt0939563	nm2973437	nm0111793,nm0953104,nm1274386,nm1867141,nm2292729,nm0468147,nm1959451,nm1779970,nm1011967,nm2290923,nm2433843,nm1963323
tt0939564	nm0541896,nm1162814	nm3079821,nm0331946,nm0419574
tt0939565	nm13203260	\N
tt0939566	nm13203260	\N
tt0939567	nm13203260	nm1768333
tt0939568	nm13203260	\N
tt0939569	\N	\N
tt0939570	nm13203260	\N
tt0939572	nm13203260	nm1768333
tt0939573	nm13203260	\N
tt0939574	nm13203260	\N
tt0939575	nm13203260	\N
tt0939576	nm13203260	nm1768333
tt0939577	nm13203260	\N
tt0939578	nm13203260	\N
tt0939579	nm0223463	nm0123480,nm0358861,nm0780946
tt0939580	nm0406334	nm0406334,nm0125511,nm0498294,nm0612979,nm0702880,nm0810337,nm1006581,nm1010375,nm1056659,nm1128050,nm2254846,nm2342106,nm2355198,nm2446609,nm2606802
tt0939581	nm0869226	nm0143723,nm0991635,nm1457518,nm4784945
tt0939582	nm2285112	nm2285112
tt0939583	nm2184620	\N
tt0939584	nm0781477	nm0748814
tt0939585	nm0607928	nm0629428
tt0939586	nm3663925	\N
tt0939587	nm1651631	\N
tt0939588	nm2483722	nm2483722,nm2504620,nm2509010
tt0939590	nm2462033	nm2462033
tt0939591	nm1746008,nm2300053,nm2504839	\N
