tconst	directors	writers
tt10058736	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058738	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058740	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058742	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058744	nm8803964	nm8803964
tt10058746	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058748	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058750	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058752	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058754	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058756	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058760	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058764	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058766	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058768	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058770	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058772	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058774	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058776	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058778	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058780	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058782	\N	\N
tt10058784	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058786	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058788	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058790	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058792	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058794	nm9319392	\N
tt10058796	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058798	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058800	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058802	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058804	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058806	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058808	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10058814	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058816	nm1144419	nm1144419,nm7165944
tt10058820	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058822	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058824	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058826	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058828	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058830	nm4813139	\N
tt10058832	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058834	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058836	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058838	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058840	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058842	nm10278484	\N
tt10058844	\N	\N
tt10058846	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058848	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058850	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058852	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10058854	nm6040729	nm10563565
tt10058856	nm10563566	nm0430919
tt10058858	nm3765662	\N
tt10058860	nm8897299	nm8897299
tt10058864	nm8392831	nm8392831
tt10058868	\N	\N
tt10058870	nm10563573,nm7851678,nm3537809,nm2354990	nm2143588,nm1122754,nm1834348,nm0782030,nm5884431,nm1160314,nm5815712,nm1179287,nm1218400
tt10058872	nm9279869	nm9279869
tt10058876	nm6244622	nm6244622
tt10058878	\N	\N
tt10058882	\N	\N
tt10058888	nm3994344	nm10179262
tt10058890	nm0096539	nm0096539
tt10058892	nm8044121	nm6373075,nm8044121,nm5407872
tt10058894	nm2216409	nm12329260,nm5657263,nm11304881,nm4378526
tt10058898	nm3778480	\N
tt10058900	\N	\N
tt10058902	nm0927311,nm2391559	nm2065330,nm2087483,nm5730942,nm6785808,nm4069943,nm0473500,nm1293149
tt10058904	nm9861971	nm10563594
tt10058906	\N	nm3512530,nm0318343
tt10058910	\N	\N
tt10058912	nm5538733	nm6201488,nm5538733
tt10058914	nm5939238	nm5939238
tt10058916	\N	\N
tt10058918	\N	\N
tt10058920	\N	\N
tt10058924	\N	\N
tt10058926	\N	\N
tt10058928	\N	\N
tt10058930	\N	\N
tt10058932	\N	nm3341756,nm0318343
tt10058934	\N	\N
tt10058936	\N	\N
tt10058938	nm9398904	nm9398904
tt10058940	\N	\N
tt10058944	\N	\N
tt10058946	nm9633523	nm9633523
tt10058948	\N	\N
tt10058952	\N	\N
tt10058954	\N	\N
tt10058958	\N	\N
tt10058960	nm9501915	nm4992779,nm9501915
tt10058962	\N	\N
tt10058964	nm7222231	\N
tt10058966	\N	\N
tt10058968	\N	\N
tt10058970	\N	\N
tt10058972	nm9055672	nm9055672,nm9020304
tt10058974	nm10424465,nm3134653,nm10565603,nm10565604,nm10565602	nm10565602,nm3134653,nm10565603,nm10424465,nm10565604
tt10058976	nm4819821	nm4819821
tt10058978	nm9055672	nm9055672,nm9020304
tt10058980	nm10565624	nm10565624
tt10058982	nm4671364	nm4671364
tt10058984	nm2655563	nm2655563,nm3560173
tt10058986	nm9055672	nm9055672,nm9020304
tt10058988	nm7195036	nm7195036
tt10058990	nm2655563	nm2655563,nm3560173
tt10058992	nm2559308,nm7324043	nm2559308,nm7324043
tt10058994	nm5659516	nm5659516
tt10058996	nm3335006,nm7195499	nm7195499,nm3335006
tt10059000	nm10565625	nm10565625
tt10059002	\N	\N
tt10059004	\N	\N
tt10059006	\N	\N
tt10059008	nm10560857	nm10560857
tt10059010	\N	\N
tt10059012	nm0944289	nm0464175,nm0117679,nm8324962,nm2904821,nm8522074,nm5130852,nm3198398
tt10059014	\N	\N
tt10059018	\N	\N
tt10059020	\N	\N
tt10059022	\N	\N
tt10059024	\N	nm0918165
tt10059030	\N	\N
tt10059032	\N	\N
tt10059034	\N	\N
tt10059036	\N	\N
tt10059038	\N	\N
tt10059040	\N	\N
tt10059042	\N	\N
tt10059044	\N	\N
tt10059046	\N	\N
tt10059048	\N	\N
tt10059050	\N	\N
tt10059052	\N	\N
tt10059054	\N	\N
tt10059056	\N	\N
tt10059058	nm4286844	nm4286844
tt10059064	\N	\N
tt10059066	nm4286844	nm4286844
tt10059068	\N	\N
tt10059070	\N	\N
tt10059072	\N	\N
tt10059074	\N	\N
tt10059076	\N	\N
tt10059078	\N	\N
tt10059080	\N	\N
tt10059082	\N	\N
tt10059084	nm4286844	nm4286844
tt10059086	\N	\N
tt10059088	\N	\N
tt10059090	\N	\N
tt10059092	nm5842181,nm6515289	nm5842181,nm9767942
tt10059094	\N	\N
tt10059096	\N	\N
tt10059098	nm1771598	nm4493520,nm3113057,nm3176794,nm4789221,nm5195233,nm7650134
tt10059100	\N	\N
tt10059102	\N	\N
tt10059104	nm0899169	nm0899169
tt10059106	\N	\N
tt10059108	nm3279211,nm5433803	nm3279211,nm5433803,nm10294567
tt10059112	nm4286844	nm4286844
tt10059114	\N	\N
tt10059116	\N	\N
tt10059118	\N	\N
tt10059120	\N	\N
tt10059122	\N	\N
tt10059124	\N	\N
tt10059126	nm0899169	nm0899169
tt10059128	\N	\N
tt10059130	\N	\N
tt10059132	\N	\N
tt10059134	\N	\N
tt10059136	\N	\N
tt10059138	\N	\N
tt10059140	\N	\N
tt10059142	\N	\N
tt10059144	\N	\N
tt10059146	\N	\N
tt10059148	\N	\N
tt10059150	nm10563692	\N
tt10059152	nm4286844	nm4286844
tt10059154	\N	\N
tt10059156	\N	\N
tt10059158	\N	\N
tt10059160	\N	\N
tt10059162	\N	\N
tt10059164	\N	\N
tt10059166	nm1032600,nm0544741,nm1393967	nm10999836,nm2320874
tt10059168	nm2172473,nm2420940	nm3627980,nm1937314
tt10059170	\N	\N
tt10059172	nm4286844	nm4286844
tt10059174	nm7118505,nm2420940	nm3627980,nm1937314
tt10059176	nm0063279	nm0180486,nm1652704
tt10059178	\N	\N
tt10059180	nm10563708	nm10563708
tt10059182	nm4597102	nm10563713,nm4597102
tt10059184	\N	\N
tt10059186	\N	\N
tt10059188	nm1992300,nm2420940	nm3627980,nm1937314
tt10059190	\N	\N
tt10059192	nm2172473,nm2420940	nm3627980,nm1937314
tt10059194	\N	\N
tt10059196	nm2344871	nm1655481
tt10059198	\N	\N
tt10059200	nm2172473,nm2420940	nm3627980,nm1937314
tt10059204	\N	\N
tt10059206	nm4286844	nm4286844
tt10059208	nm2420940	nm3627980,nm1937314
tt10059210	\N	\N
tt10059212	nm9471835	\N
tt10059214	nm2420940,nm4368122	nm3627980,nm1937314
tt10059218	\N	\N
tt10059220	nm3909467	nm3909467
tt10059222	nm4286844	nm4286844
tt10059224	nm0193351	nm3141035,nm1818265
tt10059226	nm10563737	\N
tt10059228	\N	\N
tt10059230	\N	\N
tt10059232	\N	\N
tt10059234	\N	\N
tt10059236	nm0755658	nm0787526
tt10059238	\N	\N
tt10059240	nm10563249	\N
tt10059242	\N	\N
tt10059244	nm0289065	nm10563747
tt10059246	\N	\N
tt10059248	\N	\N
tt10059250	\N	\N
tt10059252	nm4597102	\N
tt10059254	nm0754653,nm3885159	\N
tt10059258	\N	\N
tt10059262	\N	\N
tt10059264	nm10563760	nm10563760
tt10059266	\N	\N
tt10059270	nm7070019,nm7070018	nm7070019
tt10059272	\N	\N
tt10059274	\N	\N
tt10059276	\N	\N
tt10059278	\N	\N
tt10059280	\N	\N
tt10059282	\N	\N
tt10059284	\N	\N
tt10059286	nm6827263	\N
tt10059288	\N	\N
tt10059290	\N	\N
tt10059292	\N	\N
tt10059294	\N	nm4519556
tt10059296	nm1655481	\N
tt10059298	\N	nm4519556
tt10059300	\N	nm4519556
tt10059304	\N	\N
tt10059306	nm6637661	nm2277433
tt10059308	\N	\N
tt10059312	nm3250511	nm3250511
tt10059314	\N	\N
tt10059316	\N	\N
tt10059318	nm10299754	nm10299754,nm4490783
tt10059320	\N	\N
tt10059322	\N	nm9200050
tt10059324	\N	nm10180397
tt10059326	\N	\N
tt10059328	nm5920123,nm4034275	nm7070019,nm6482941
tt10059330	\N	\N
tt10059332	\N	\N
tt10059334	\N	\N
tt10059336	nm7054332,nm7054334	\N
tt10059338	nm6827235	nm6827235
tt10059340	\N	\N
tt10059342	\N	\N
tt10059344	\N	nm1905783
tt10059346	nm5920126,nm7057918	nm7070019
tt10059348	\N	\N
tt10059350	\N	\N
tt10059356	\N	\N
tt10059358	\N	\N
tt10059360	nm7070019	nm7070019
tt10059362	nm9379628	nm9379628
tt10059364	nm1518236	nm1518236
tt10059366	\N	\N
tt10059368	nm10169841	nm5160418,nm6317849,nm2503061,nm10563880
tt10059370	nm1628630	\N
tt10059372	nm1518236	nm1518236
tt10059374	\N	\N
tt10059376	nm0108132	nm0200005,nm0834960,nm5930457
tt10059378	\N	\N
tt10059380	nm3192560,nm3987860	nm7070019,nm6482941
tt10059382	\N	\N
tt10059384	nm3872108	nm1764630,nm3260720,nm5278173,nm5339557,nm5569609,nm5570121,nm9291192
tt10059386	\N	\N
tt10059388	nm3987860,nm3192560	nm7070019
tt10059390	\N	\N
tt10059392	\N	\N
tt10059394	nm9109963,nm5453044	nm9109963
tt10059396	nm5092778	\N
tt10059398	\N	\N
tt10059400	nm8534260	nm7759391
tt10059402	\N	\N
tt10059404	nm8534260	nm8534260
tt10059406	nm7070019	nm7070019
tt10059408	\N	\N
tt10059410	nm5092778	\N
tt10059414	nm10321868	\N
tt10059416	nm5667242	nm5667242
tt10059418	nm7057918,nm5920126	nm7070019
tt10059420	nm5092778	\N
tt10059422	nm5388247,nm7532827	\N
tt10059424	nm3989714	nm3989714
tt10059426	nm8686471	nm8686471
tt10059428	nm5186251	nm5186251
tt10059430	nm2009596	nm1462111
tt10059432	nm5340820	nm10767252,nm5340820,nm5666968
tt10059434	\N	nm10563933
tt10059436	nm5663642	nm5663642
tt10059438	nm11151746	nm8510495,nm11151746
tt10059440	nm3485489	nm3485489
tt10059442	\N	\N
tt10059444	\N	nm9429881,nm6770359,nm10110057,nm5299024,nm9394946,nm10585975,nm10262131,nm7806810
tt10059446	\N	nm0771801
tt10059450	nm6812697	nm6812697
tt10059452	nm10409827	nm10409827
tt10059454	nm9699336	nm10563954
tt10059456	\N	\N
tt10059458	nm9699336,nm10424398	nm9699336
tt10059460	\N	\N
tt10059462	nm3144236	nm0718107,nm7420087,nm4563847,nm3648268,nm2103526,nm2778199,nm9629794,nm3197998
tt10059464	\N	\N
tt10059466	nm1329868	nm2570841
tt10059468	\N	\N
tt10059470	\N	\N
tt10059474	\N	\N
tt10059476	\N	\N
tt10059478	nm6159005	\N
tt10059480	\N	\N
tt10059482	\N	\N
tt10059484	\N	\N
tt10059486	\N	\N
tt10059488	\N	\N
tt10059490	\N	\N
tt10059492	\N	\N
tt10059494	\N	\N
tt10059496	\N	\N
tt10059498	\N	\N
tt10059500	nm8223148	nm8223149
tt10059502	nm5234119	nm2820724
tt10059504	nm6457325	nm2820724
tt10059506	\N	nm3876479
tt10059508	nm3051578	nm3051578
tt10059510	nm5193004	nm5923430,nm5193004
tt10059512	\N	\N
tt10059514	nm2820724	nm2820724
tt10059516	\N	\N
tt10059518	nm0097517	nm0255296
tt10059520	\N	\N
tt10059522	nm1115261	nm0914844,nm4942394,nm2967478,nm2282541,nm2512484,nm4564238
tt10059524	nm5411012	nm5411012
tt10059526	nm2093621	\N
tt10059528	nm2820724	nm2820724
tt10059530	nm10564005	nm0790580
tt10059532	nm4319693	nm4319693
tt10059534	\N	nm0301719,nm0319299
tt10059536	\N	\N
tt10059538	nm2820724	nm2820724
tt10059540	\N	\N
tt10059542	\N	\N
tt10059544	\N	\N
tt10059546	\N	\N
tt10059548	\N	\N
tt10059550	nm2820724	nm2820724
tt10059552	\N	\N
tt10059554	\N	\N
tt10059556	nm2093621	\N
tt10059558	\N	\N
tt10059560	nm1142623	nm1142623
tt10059562	\N	\N
tt10059566	nm10564018	nm10564018
tt10059568	nm0051972	nm0027342,nm2075887,nm5316223,nm7530879,nm4371972,nm9714164,nm5412083,nm2296000
tt10059570	\N	\N
tt10059572	\N	\N
tt10059574	\N	\N
tt10059576	\N	\N
tt10059578	\N	\N
tt10059580	\N	\N
tt10059582	nm1793305	nm1793305,nm2482924
tt10059584	\N	\N
tt10059586	\N	\N
tt10059588	\N	\N
tt10059590	nm0049744	nm0049744
tt10059592	\N	\N
tt10059594	\N	\N
tt10059596	nm0899169	nm0899169
tt10059598	nm0395821	nm10564037,nm0802674
tt10059600	nm2093621	\N
tt10059602	nm1479696	nm1672136,nm0480782
tt10059604	nm1479696,nm0026931	nm1971654,nm2475467,nm0480782
tt10059606	\N	\N
tt10059608	nm0026931,nm1479696	nm1971654,nm2475467,nm0480782
tt10059610	nm2238286,nm0825039,nm0904355	nm1319754,nm9303943,nm9838789,nm2338252,nm10541095
tt10059612	nm0994428	nm2956945
tt10059614	nm2019707	nm0881544
tt10059616	nm8120565	\N
tt10059618	nm2019707	nm0881544
tt10059620	nm8427838,nm10561368	nm8427838,nm10561368
tt10059622	nm2019707	nm0881544
tt10059624	nm0472248	nm0472248,nm10596139,nm10596140
tt10059626	nm5858963	nm5858963
tt10059628	nm0899169	nm0899169
tt10059630	nm10564051	\N
tt10059632	nm5517346	nm5517346
tt10059634	\N	\N
tt10059638	\N	\N
tt10059640	nm1746195,nm2206490	nm0924345
tt10059644	nm8912336	\N
tt10059646	nm10102375	\N
tt10059648	nm0039407,nm0025316	\N
tt10059650	nm2163736	nm2163736
tt10059654	\N	\N
tt10059656	nm2206490,nm1746195	nm0924345
tt10059658	nm2163736	nm2163736
tt10059660	nm2206490,nm1746195	nm0924345
tt10059662	nm2163736	nm2163736
tt10059664	\N	nm1803590
tt10059666	nm2163736	nm2163736
tt10059668	nm1793305	nm1793305,nm2482924
tt10059670	nm1746195,nm2206490	nm0924345
tt10059672	nm2163736	nm2163736
tt10059674	nm4693732	\N
tt10059676	nm4811700	nm3988612,nm1073100,nm4842037,nm7731792,nm6879740,nm8440147,nm8733309,nm9788742,nm9864013,nm10566292
tt10059678	\N	\N
tt10059680	nm1760721	nm5261088
tt10059682	nm0947825	nm0151874
tt10059684	nm1656701,nm1729048,nm8194944	nm2208554,nm9147495,nm3226773,nm10476488,nm10476489,nm1857058
tt10059686	\N	\N
tt10059688	nm5094275	nm5094275
tt10059690	\N	nm8337341
tt10059692	nm1793305	nm1793305,nm2482924
tt10059696	nm7574443	\N
tt10059700	nm7574443	\N
tt10059702	nm10564108	nm10564109,nm10564108
tt10059704	nm1944631,nm0427844	nm0924345
tt10059708	\N	nm1679435
tt10059712	nm1350974	nm2266011
tt10059716	nm2140044,nm7350395	nm2432681,nm1894719,nm1952303,nm3137259,nm1942840,nm1947299
tt10059720	\N	\N
tt10059722	\N	\N
tt10059724	nm1793305	nm1793305,nm2482924
tt10059726	\N	\N
tt10059728	nm9579324	nm9579324,nm9194140
tt10059730	\N	\N
tt10059732	\N	nm4409019
tt10059734	nm6614696	nm6614696
tt10059736	\N	\N
tt10059740	\N	\N
tt10059742	nm7350395,nm2140044	nm2432681,nm1894719,nm1952303,nm3137259,nm1942840,nm1947299
tt10059744	nm0470081	nm1759863,nm10951774,nm0470081
tt10059746	nm4585487	nm4585487
tt10059748	nm1793305	nm1793305,nm2482924
tt10059752	nm1944631,nm0427844	nm0924345
tt10059754	\N	\N
tt10059756	nm1354975	nm1354975
tt10059758	nm1793305	nm1793305,nm2482924
tt10059762	nm1007805,nm10564742	nm1007805
tt10059764	nm8647803	\N
tt10059766	nm2140044,nm7350395	nm2432681,nm1894719,nm1952303,nm3137259,nm1942840,nm1947299
tt10059768	nm1793305	nm1793305,nm2482924
tt10059770	nm1944631,nm0427844	nm0924345
tt10059774	nm2163736	nm2163736
tt10059778	nm2163736	nm2163736
tt10059780	nm0427844,nm1944631	nm0924345
tt10059782	nm2600333	\N
tt10059784	nm2163736	nm2163736
tt10059790	nm0427844,nm1944631	nm0924345
tt10059792	nm2600333	\N
tt10059796	\N	nm10153528
tt10059798	\N	\N
tt10059800	\N	\N
tt10059802	nm1793305	nm1793305,nm2482924
tt10059804	nm2600333	\N
tt10059806	nm2093621	\N
tt10059810	nm2600333	\N
tt10059812	nm2206490,nm0877311	nm0924345
tt10059816	nm2206490,nm0877311	nm0924345
tt10059818	nm2600333	\N
tt10059820	nm1793305	nm1793305,nm2482924
tt10059822	nm8718914,nm6811540	nm6811540
tt10059826	\N	\N
tt10059828	nm0877311,nm2206490	nm0924345
tt10059830	\N	\N
tt10059832	nm2600333	\N
tt10059834	nm0877311,nm2206490	nm0924345
tt10059836	nm1793305	nm1793305,nm2482924
tt10059838	nm2600333	\N
tt10059840	\N	nm1862833,nm2046722
tt10059844	nm2206490,nm0877311	nm0924345
tt10059846	\N	\N
tt10059848	\N	\N
tt10059850	nm1793305	nm1793305,nm2482924
tt10059852	nm0427844,nm0877311	nm0924345
tt10059854	nm2016174	nm2016174
tt10059856	nm2600333	\N
tt10059858	nm10564169	nm10564093
tt10059860	nm0877311,nm0427844	nm0924345
tt10059862	nm1793305	nm1793305,nm2482924
tt10059866	nm0862312,nm1245533,nm1227511	nm1569740,nm4166617,nm1258882,nm2808738,nm1045959,nm5763477,nm1932068,nm5574646,nm9732308,nm2019300,nm8987684,nm2940057,nm2987572,nm1870111,nm2078635,nm4283131,nm6061048,nm4859760,nm2760606,nm1863751
tt10059868	\N	\N
tt10059870	nm0427844,nm0877311	nm0924345
tt10059872	nm2600333	\N
tt10059878	nm2600333	\N
tt10059880	nm0877311,nm0427844	nm0924345
tt10059882	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059884	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059886	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059888	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059890	nm0877311,nm0427844	nm0924345
tt10059892	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059894	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059896	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059898	nm2600333	\N
tt10059900	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059902	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059904	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059906	nm3143004	\N
tt10059910	nm10564193	\N
tt10059912	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059914	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059916	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059918	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059920	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059922	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059924	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059926	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059928	nm2600333	\N
tt10059930	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059932	nm4443289	nm9053235,nm3996936,nm9053236,nm9053234,nm7681879
tt10059936	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059938	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059940	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059942	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059944	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059946	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059948	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059950	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059952	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059954	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059956	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059958	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059960	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059962	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059964	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059966	nm2600333	\N
tt10059968	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059972	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059974	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059976	nm5990160,nm4443289	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059978	nm4443289,nm5990160	nm6427250,nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059980	nm3143004	\N
tt10059982	\N	\N
tt10059984	nm1793305	nm1793305,nm2482924
tt10059986	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059988	nm2600333	\N
tt10059990	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059992	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059994	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059996	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
tt10059998	nm4443289	nm1406438,nm9053235,nm9053236,nm9053234,nm7681879
